nombreCurso,grupo,profesor,nota,periodo,nombreEstudiante,correoEstudiante
Estadistica y Probabilidad I,2,Sabra Ethersey,2.1,2021-1,Veradis Pine,vpine73@edu.com
Seguridad de la Informacion,3,Fayette Laville,4.8,2021-3,Lindy Kunisch,lkunisch74@edu.com
Seguridad de la Informacion,3,Fayette Laville,4.8,2021-3,Demetra Matthis,dmatthis75@edu.com
Seguridad de la Informacion,3,Fayette Laville,4.8,2021-3,Gawen Unger,gunger76@edu.com
Seguridad de la Informacion,3,Fayette Laville,4.8,2021-3,Judye Hamlen,jhamlen77@edu.com
Formacion Ciudadana III: Paz y Convivencia,1,Tanitansy Dwine,4.6,2023-3,Amye Berard,aberard78@edu.com
Formacion Ciudadana III: Paz y Convivencia,1,Tanitansy Dwine,4.6,2023-3,Ros Claxson,rclaxson79@edu.com
Formacion Ciudadana III: Paz y Convivencia,1,Tanitansy Dwine,4.6,2023-3,Vickie Fealty,vfealty7a@edu.com
Formacion Ciudadana III: Paz y Convivencia,1,Tanitansy Dwine,4.6,2023-3,Christophorus Klouz,cklouz7b@edu.com
Calculo 1,3,Violante Hartin,1.0,2022-1,Klemens Joontjes,kjoontjes7c@edu.com
Calculo 1,3,Violante Hartin,1.0,2022-1,Langston Tams,ltams7d@edu.com
Calculo 1,3,Violante Hartin,1.0,2022-1,Rodie Bucktrout,rbucktrout7e@edu.com
Calculo 1,3,Violante Hartin,1.0,2022-1,Gina Hincks,ghincks7f@edu.com
Algebra lineal,2,Rudd Giff,4.1,2021-3,Genny Ellicombe,gellicombe7g@edu.com
Algebra lineal,2,Rudd Giff,4.1,2021-3,Mariele Weetch,mweetch7h@edu.com
Algebra lineal,2,Rudd Giff,4.1,2021-3,Colet Siemandl,csiemandl7i@edu.com
Algebra lineal,2,Rudd Giff,4.1,2021-3,Danette Dust,ddust7j@edu.com
Ingles 4,1,Whitman Laurent,2.5,2022-1,Gerhardt Romanski,gromanski7k@edu.com
Ingles 4,1,Whitman Laurent,2.5,2022-1,Mercy Paoli,mpaoli7l@edu.com
Ingles 4,1,Whitman Laurent,2.5,2022-1,Victoria Laker,vlaker7m@edu.com
Ingles 4,1,Whitman Laurent,2.5,2022-1,Woody Alderton,walderton7n@edu.com
Logica y Matematica Discreta,3,Conant Sumpner,4.1,2021-1,Mia Croux,mcroux7o@edu.com
Logica y Matematica Discreta,3,Conant Sumpner,4.1,2021-1,Kelli Dipple,kdipple7p@edu.com
Logica y Matematica Discreta,3,Conant Sumpner,4.1,2021-1,Cleo Lambertini,clambertini7q@edu.com
Logica y Matematica Discreta,3,Conant Sumpner,4.1,2021-1,Sula Gothrup,sgothrup7r@edu.com
Formacion Ciudadana II: Sociedad y Estado,2,Rebekkah Mayfield,2.1,2023-3,Padraig Iacobassi,piacobassi7s@edu.com
Formacion Ciudadana II: Sociedad y Estado,2,Rebekkah Mayfield,2.1,2023-3,Kareem Gehrels,kgehrels7t@edu.com
Formacion Ciudadana II: Sociedad y Estado,2,Rebekkah Mayfield,2.1,2023-3,Caroline Fountian,cfountian7u@edu.com
Formacion Ciudadana II: Sociedad y Estado,2,Rebekkah Mayfield,2.1,2023-3,Linda Chalder,lchalder7v@edu.com
Algebra lineal,2,Rudd Giff,3.8,2021-3,Midge St. Hill,mst7w@edu.com
Algebra lineal,2,Rudd Giff,3.8,2021-3,Gregg Lelievre,glelievre7x@edu.com
Algebra lineal,2,Rudd Giff,3.8,2021-3,Hillel Udie,hudie7y@edu.com
Algebra lineal,2,Rudd Giff,3.8,2021-3,Bone Sacaze,bsacaze7z@edu.com
Redes e Infraestructura,2,Lulu Harvie,0.3,2023-1,Kip Truckell,ktruckell80@edu.com
Redes e Infraestructura,2,Lulu Harvie,0.3,2023-1,Harland Seldon,hseldon81@edu.com
Redes e Infraestructura,2,Lulu Harvie,0.3,2023-1,Noe Sibley,nsibley82@edu.com
Redes e Infraestructura,2,Lulu Harvie,0.3,2023-1,Joye Wragg,jwragg83@edu.com
Ingles 4,1,Whitman Laurent,0.2,2021-1,Amos Coveney,acoveney84@edu.com
Ingles 4,1,Whitman Laurent,0.2,2021-1,Sashenka Blacklock,sblacklock85@edu.com
Ingles 4,1,Whitman Laurent,0.2,2021-1,Jodie Lemarie,jlemarie86@edu.com
Ingles 4,1,Whitman Laurent,0.2,2021-1,Tamera Ivshin,tivshin87@edu.com
Formacion Ciudadana III: Paz y Convivencia,1,Tanitansy Dwine,2.6,2021-1,Emerson Fison,efison88@edu.com
Formacion Ciudadana III: Paz y Convivencia,1,Tanitansy Dwine,2.6,2021-1,Von Wixey,vwixey89@edu.com
Formacion Ciudadana III: Paz y Convivencia,1,Tanitansy Dwine,2.6,2021-1,Thebault Ferronet,tferronet8a@edu.com
Formacion Ciudadana III: Paz y Convivencia,1,Tanitansy Dwine,2.6,2021-1,Rea Stollman,rstollman8b@edu.com
Electiva profesional 4,3,Barbra Cary,0.5,2021-3,Hilda Cotesford,hcotesford8c@edu.com
Electiva profesional 4,3,Barbra Cary,0.5,2021-3,Donal Sommerling,dsommerling8d@edu.com
Electiva profesional 4,3,Barbra Cary,0.5,2021-3,Liesa Ferencowicz,lferencowicz8e@edu.com
Electiva profesional 4,3,Barbra Cary,0.5,2021-3,Major Rosenauer,mrosenauer8f@edu.com
Electiva Profesional 5,3,Glenn Pawlicki,0.6,2022-1,Christin Cotterrill,ccotterrill8g@edu.com
Electiva Profesional 5,3,Glenn Pawlicki,0.6,2022-1,Sheffy Bende,sbende8h@edu.com
Electiva Profesional 5,3,Glenn Pawlicki,0.6,2022-1,Aldin Derl,aderl8i@edu.com
Electiva Profesional 5,3,Glenn Pawlicki,0.6,2022-1,Emiline Glanister,eglanister8j@edu.com
Electiva Libre I,3,Odessa Scotchbourouge,2.2,2023-3,Blondelle Vedenisov,bvedenisov8k@edu.com
Electiva Libre I,3,Odessa Scotchbourouge,2.2,2023-3,Marlo Cocklie,mcocklie8l@edu.com
Electiva Libre I,3,Odessa Scotchbourouge,2.2,2023-3,Valeria Southernwood,vsouthernwood8m@edu.com
Electiva Libre I,3,Odessa Scotchbourouge,2.2,2023-3,Marthe Castellone,mcastellone8n@edu.com
Electiva profesional 4,3,Barbra Cary,1.0,2022-1,Liesa Duiged,lduiged8o@edu.com
Electiva profesional 4,3,Barbra Cary,1.0,2022-1,Fallon Coche,fcoche8p@edu.com
Electiva profesional 4,3,Barbra Cary,1.0,2022-1,Trefor Barnewille,tbarnewille8q@edu.com
Electiva profesional 4,3,Barbra Cary,1.0,2022-1,Binny Tatlow,btatlow8r@edu.com
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,1,Bernetta Bentinck,4.6,2021-3,Alessandro Louca,alouca8s@edu.com
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,1,Bernetta Bentinck,4.6,2021-3,Colin Vautrey,cvautrey8t@edu.com
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,1,Bernetta Bentinck,4.6,2021-3,Harv Aven,haven8u@edu.com
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,1,Bernetta Bentinck,4.6,2021-3,Balduin Clarey,bclarey8v@edu.com
Ingles 1,2,Waldemar Tandey,2.0,2021-1,Colene Beston,cbeston8w@edu.com
Ingles 1,2,Waldemar Tandey,2.0,2021-1,Barry Albasiny,balbasiny8x@edu.com
Ingles 1,2,Waldemar Tandey,2.0,2021-1,Florella Dignam,fdignam8y@edu.com
Ingles 1,2,Waldemar Tandey,2.0,2021-1,Rahal Jennery,rjennery8z@edu.com
Calculo 2,2,Rina Gasnoll,0.4,2022-1,Garfield Bastie,gbastie90@edu.com
Calculo 2,2,Rina Gasnoll,0.4,2022-1,Bonita Cholwell,bcholwell91@edu.com
Calculo 2,2,Rina Gasnoll,0.4,2022-1,Avril Crellin,acrellin92@edu.com
Calculo 2,2,Rina Gasnoll,0.4,2022-1,Shelton Chevalier,schevalier93@edu.com
Ingenieria y Sostenibilidad,1,Jerrome Chafer,1.4,2022-1,Archaimbaud Bohea,abohea94@edu.com
Ingenieria y Sostenibilidad,1,Jerrome Chafer,1.4,2022-1,Fulvia Legion,flegion95@edu.com
Ingenieria y Sostenibilidad,1,Jerrome Chafer,1.4,2022-1,Yale Bilston,ybilston96@edu.com
Ingenieria y Sostenibilidad,1,Jerrome Chafer,1.4,2022-1,Em Ould,eould97@edu.com
Formacion Ciudadana I : Identidades y Pluralismo,2,Jerrome Chafer,2.8,2022-3,Tadeas Cookman,tcookman98@edu.com
Formacion Ciudadana I : Identidades y Pluralismo,2,Jerrome Chafer,2.8,2022-3,Malachi Grigoliis,mgrigoliis99@edu.com
Formacion Ciudadana I : Identidades y Pluralismo,2,Jerrome Chafer,2.8,2022-3,Celestina Rysdale,crysdale9a@edu.com
Formacion Ciudadana I : Identidades y Pluralismo,2,Jerrome Chafer,2.8,2022-3,Emeline Oakwell,eoakwell9b@edu.com
Innovacion y Emprendimiento,2,Richard Dressel,2.0,2023-3,Wake Deppen,wdeppen9c@edu.com
Innovacion y Emprendimiento,2,Richard Dressel,2.0,2023-3,Jeannie Cleaver,jcleaver9d@edu.com
Innovacion y Emprendimiento,2,Richard Dressel,2.0,2023-3,Siegfried Moody,smoody9e@edu.com
Innovacion y Emprendimiento,2,Richard Dressel,2.0,2023-3,Charlena Stothard,cstothard9f@edu.com
ETL (Extraccion,1,Sisile Raspin,3.2,2022-1,Mel Agglione,magglione9g@edu.com
ETL (Extraccion,1,Sisile Raspin,3.2,2022-1,Florie Stollmeier,fstollmeier9h@edu.com
ETL (Extraccion,1,Sisile Raspin,3.2,2022-1,Tisha Ballchin,tballchin9i@edu.com
ETL (Extraccion,1,Sisile Raspin,3.2,2022-1,Kassie Gregorin,kgregorin9j@edu.com
Ingles 3,3,Phaedra Spatoni,4.9,2023-1,Cristiano Isaac,cisaac9k@edu.com
Ingles 3,3,Phaedra Spatoni,4.9,2023-1,Haydon Tabour,htabour9l@edu.com
Ingles 3,3,Phaedra Spatoni,4.9,2023-1,Sam Hulks,shulks9m@edu.com
Ingles 3,3,Phaedra Spatoni,4.9,2023-1,Risa Aspray,raspray9n@edu.com
Logica y Matematica Discreta,2,Langsdon Oakman,3.5,2023-1,Page Karpenya,pkarpenya9o@edu.com
Logica y Matematica Discreta,2,Langsdon Oakman,3.5,2023-1,Tades Playle,tplayle9p@edu.com
Logica y Matematica Discreta,2,Langsdon Oakman,3.5,2023-1,Raynard Robison,rrobison9q@edu.com
Logica y Matematica Discreta,2,Langsdon Oakman,3.5,2023-1,Thaddus Landal,tlandal9r@edu.com
Formacion Ciudadana II: Sociedad y Estado,1,Violante Hartin,4.1,2021-3,Gweneth Patrick,gpatrick9s@edu.com
Formacion Ciudadana II: Sociedad y Estado,1,Violante Hartin,4.1,2021-3,Maura Udden,mudden9t@edu.com
Formacion Ciudadana II: Sociedad y Estado,1,Violante Hartin,4.1,2021-3,Shena Sennett,ssennett9u@edu.com
Formacion Ciudadana II: Sociedad y Estado,1,Violante Hartin,4.1,2021-3,Gerik Caslett,gcaslett9v@edu.com
Electiva Profesional 3,3,Berke Patzelt,4.4,2022-1,Tabbatha Smye,tsmye9w@edu.com
Electiva Profesional 3,3,Berke Patzelt,4.4,2022-1,Barbee Ettery,bettery9x@edu.com
Electiva Profesional 3,3,Berke Patzelt,4.4,2022-1,Douglas Pischoff,dpischoff9y@edu.com
Electiva Profesional 3,3,Berke Patzelt,4.4,2022-1,Rollie Tewkesbury,rtewkesbury9z@edu.com
Formacion Ciudadana III: Paz y Convivencia,3,Neel Irlam,2.0,2021-1,Bartholomeo Snedker,bsnedkera0@edu.com
Formacion Ciudadana III: Paz y Convivencia,3,Neel Irlam,2.0,2021-1,Florette Titchen,ftitchena1@edu.com
Formacion Ciudadana III: Paz y Convivencia,3,Neel Irlam,2.0,2021-1,Luca Town,ltowna2@edu.com
Formacion Ciudadana III: Paz y Convivencia,3,Neel Irlam,2.0,2021-1,Dwight Harling,dharlinga3@edu.com
Seminario de Ing. de Datos e IA,1,Bartholemy Pavese,0.1,2022-1,Sande Drohane,sdrohanea4@edu.com
Seminario de Ing. de Datos e IA,1,Bartholemy Pavese,0.1,2022-1,Artair Flory,aflorya5@edu.com
Seminario de Ing. de Datos e IA,1,Bartholemy Pavese,0.1,2022-1,Seward Rosiello,srosielloa6@edu.com
Seminario de Ing. de Datos e IA,1,Bartholemy Pavese,0.1,2022-1,Johnnie Vannoni,jvannonia7@edu.com
Comunicación Oral y Escrita,1,Babara Allsupp,4.0,2021-3,Ernestus Titheridge,etitheridgea8@edu.com
Comunicación Oral y Escrita,1,Babara Allsupp,4.0,2021-3,Padgett State,pstatea9@edu.com
Comunicación Oral y Escrita,1,Babara Allsupp,4.0,2021-3,Tiertza Bingell,tbingellaa@edu.com
Comunicación Oral y Escrita,1,Babara Allsupp,4.0,2021-3,Brent Dymond,bdymondab@edu.com
Logica y Matematica Discreta,3,Conant Sumpner,1.8,2021-1,Odelia Hatherell,ohatherellac@edu.com
Logica y Matematica Discreta,3,Conant Sumpner,1.8,2021-1,Zelda Scholcroft,zscholcroftad@edu.com
Logica y Matematica Discreta,3,Conant Sumpner,1.8,2021-1,Marchall Matuska,mmatuskaae@edu.com
Logica y Matematica Discreta,3,Conant Sumpner,1.8,2021-1,Wayland Axworthy,waxworthyaf@edu.com
Almacenamiento de datos,1,Smith Cupitt,2.4,2021-3,Georas Setterington,gsetteringtonag@edu.com
Almacenamiento de datos,1,Smith Cupitt,2.4,2021-3,Dode Jodrellec,djodrellecah@edu.com
Almacenamiento de datos,1,Smith Cupitt,2.4,2021-3,Kelvin Spearman,kspearmanai@edu.com
Almacenamiento de datos,1,Smith Cupitt,2.4,2021-3,Clea Duetsche,cduetscheaj@edu.com
Electiva de Lectura y Escritura,3,Nickie Gianasi,3.5,2022-3,Esta Dionisio,edionisioak@edu.com
Electiva de Lectura y Escritura,3,Nickie Gianasi,3.5,2022-3,Jareb O'Calleran,jocalleranal@edu.com
Electiva de Lectura y Escritura,3,Nickie Gianasi,3.5,2022-3,Abie Antonikov,aantonikovam@edu.com
Electiva de Lectura y Escritura,3,Nickie Gianasi,3.5,2022-3,Christian Yewman,cyewmanan@edu.com
Programacion,2,Brande Doonican,0.8,2022-1,Danya Tewkesbury.,dtewkesburyao@edu.com
Programacion,2,Brande Doonican,0.8,2022-1,Goddard Klesse,gklesseap@edu.com
Programacion,2,Brande Doonican,0.8,2022-1,Marwin Wollard,mwollardaq@edu.com
Programacion,2,Brande Doonican,0.8,2022-1,Ashlen Heavens,aheavensar@edu.com
Formacion Ciudadana II: Sociedad y Estado,1,Violante Hartin,1.3,2023-1,Kareem Disbury,kdisburyas@edu.com
Formacion Ciudadana II: Sociedad y Estado,1,Violante Hartin,1.3,2023-1,Sidnee Gordge,sgordgeat@edu.com
Formacion Ciudadana II: Sociedad y Estado,1,Violante Hartin,1.3,2023-1,Melisande Hemstead,mhemsteadau@edu.com
Formacion Ciudadana II: Sociedad y Estado,1,Violante Hartin,1.3,2023-1,Rayshell Bolens,rbolensav@edu.com
Legislacion y Etica en el Manejo de Datos,3,Nevile Openshaw,2.3,2023-3,Elyn Scullion,escullionaw@edu.com
Legislacion y Etica en el Manejo de Datos,3,Nevile Openshaw,2.3,2023-3,Jorry Hulburd,jhulburdax@edu.com
Legislacion y Etica en el Manejo de Datos,3,Nevile Openshaw,2.3,2023-3,Jule Moodey,jmoodeyay@edu.com
Legislacion y Etica en el Manejo de Datos,3,Nevile Openshaw,2.3,2023-3,Willie Walenta,wwalentaaz@edu.com
Innovacion y Emprendimiento,1,Florance Simoens,3.3,2023-1,Gabbey Bains,gbainsb0@edu.com
Innovacion y Emprendimiento,1,Florance Simoens,3.3,2023-1,Tawsha Benzie,tbenzieb1@edu.com
Innovacion y Emprendimiento,1,Florance Simoens,3.3,2023-1,Elfie Parzizek,eparzizekb2@edu.com
Innovacion y Emprendimiento,1,Florance Simoens,3.3,2023-1,Tara Hosier,thosierb3@edu.com
Analitica de Datos,3,Rosalinde Warbey,3.6,2022-3,Farris Sans,fsansb4@edu.com
Analitica de Datos,3,Rosalinde Warbey,3.6,2022-3,Emmalynn Thatcham,ethatchamb5@edu.com
Analitica de Datos,3,Rosalinde Warbey,3.6,2022-3,Clemence Cajkler,ccajklerb6@edu.com
Analitica de Datos,3,Rosalinde Warbey,3.6,2022-3,Casar Marthen,cmarthenb7@edu.com
Algebra lineal,2,Rudd Giff,4.7,2022-1,Lani McGrah,lmcgrahb8@edu.com
Algebra lineal,2,Rudd Giff,4.7,2022-1,Myrvyn Dupoy,mdupoyb9@edu.com
Algebra lineal,2,Rudd Giff,4.7,2022-1,Tye Kneebone,tkneeboneba@edu.com
Algebra lineal,2,Rudd Giff,4.7,2022-1,Bentley Meachan,bmeachanbb@edu.com
Formacion Ciudadana I : Identidades y Pluralismo,2,Jerrome Chafer,3.4,2022-3,Glynn Magarrell,gmagarrellbc@edu.com
Formacion Ciudadana I : Identidades y Pluralismo,2,Jerrome Chafer,3.4,2022-3,Raimondo Troyes,rtroyesbd@edu.com
Formacion Ciudadana I : Identidades y Pluralismo,2,Jerrome Chafer,3.4,2022-3,Park Lerner,plernerbe@edu.com
Formacion Ciudadana I : Identidades y Pluralismo,2,Jerrome Chafer,3.4,2022-3,Bail Tripney,btripneybf@edu.com
Sistemas Operativos,1,Josy Hendrich,2.0,2021-3,Johnny Mellmoth,jmellmothbg@edu.com
Sistemas Operativos,1,Josy Hendrich,2.0,2021-3,Benedicta Giorgielli,bgiorgiellibh@edu.com
Sistemas Operativos,1,Josy Hendrich,2.0,2021-3,Karry Keijser,kkeijserbi@edu.com
Sistemas Operativos,1,Josy Hendrich,2.0,2021-3,Serena Hatliff,shatliffbj@edu.com
Seguridad de la Informacion,3,Fayette Laville,3.1,2021-3,Francene McGeorge,fmcgeorgebk@edu.com
Seguridad de la Informacion,3,Fayette Laville,3.1,2021-3,Alicia Body,abodybl@edu.com
Seguridad de la Informacion,3,Fayette Laville,3.1,2021-3,Carleen Boden,cbodenbm@edu.com
Seguridad de la Informacion,3,Fayette Laville,3.1,2021-3,Layla Paddon,lpaddonbn@edu.com
Formacion Ciudadana III: Paz y Convivencia,2,Dell Catmull,4.9,2023-1,Zebulon Wilstead,zwilsteadbo@edu.com
Formacion Ciudadana III: Paz y Convivencia,2,Dell Catmull,4.9,2023-1,Elle Gally,egallybp@edu.com
Formacion Ciudadana III: Paz y Convivencia,2,Dell Catmull,4.9,2023-1,Esdras Cominetti,ecominettibq@edu.com
Formacion Ciudadana III: Paz y Convivencia,2,Dell Catmull,4.9,2023-1,Uri Bittany,ubittanybr@edu.com
Calculo 2,3,Germaine Nary,4.0,2022-3,Drusilla Belone,dbelonebs@edu.com
Calculo 2,3,Germaine Nary,4.0,2022-3,Caitlin Castelyn,ccastelynbt@edu.com
Calculo 2,3,Germaine Nary,4.0,2022-3,Thorsten Rocca,troccabu@edu.com
Calculo 2,3,Germaine Nary,4.0,2022-3,Manfred Pionter,mpionterbv@edu.com
Estadistica y Probabilidad I,3,Osbert Baird,3.6,2022-1,Meggie Gabrieli,mgabrielibw@edu.com
Estadistica y Probabilidad I,3,Osbert Baird,3.6,2022-1,Lea Sember,lsemberbx@edu.com
Estadistica y Probabilidad I,3,Osbert Baird,3.6,2022-1,Marice Cowgill,mcowgillby@edu.com
Estadistica y Probabilidad I,3,Osbert Baird,3.6,2022-1,Alexandre Hinkins,ahinkinsbz@edu.com
Electiva Libre I,2,Simeon Creser,1.3,2022-3,Alfred Mallion,amallionc0@edu.com
Electiva Libre I,2,Simeon Creser,1.3,2022-3,Melitta Ridgway,mridgwayc1@edu.com
Electiva Libre I,2,Simeon Creser,1.3,2022-3,Mirabel Gerrelt,mgerreltc2@edu.com
Electiva Libre I,2,Simeon Creser,1.3,2022-3,Bartolomeo Kendrick,bkendrickc3@edu.com
Matematicas Fundamentales,1,Caldwell Brydon,0.9,2021-3,Whitney Twaits,wtwaitsc4@edu.com
Matematicas Fundamentales,1,Caldwell Brydon,0.9,2021-3,Siward Trevarthen,strevarthenc5@edu.com
Matematicas Fundamentales,1,Caldwell Brydon,0.9,2021-3,Gaylord Mariyushkin,gmariyushkinc6@edu.com
Matematicas Fundamentales,1,Caldwell Brydon,0.9,2021-3,Archibald Klimkiewich,aklimkiewichc7@edu.com
Transformacion y Carga),3,Elaina Baumler,0.8,2022-1,Jozef Swalteridge,jswalteridgec8@edu.com
Transformacion y Carga),3,Elaina Baumler,0.8,2022-1,Abrahan Gabbett,agabbettc9@edu.com
Transformacion y Carga),3,Elaina Baumler,0.8,2022-1,Pietra Keenor,pkeenorca@edu.com
Transformacion y Carga),3,Elaina Baumler,0.8,2022-1,Patrice Kirvin,pkirvincb@edu.com
Ingenieria y Sostenibilidad,1,Jerrome Chafer,2.8,2021-1,Gisele Ginnane,gginnanecc@edu.com
Ingenieria y Sostenibilidad,1,Jerrome Chafer,2.8,2021-1,Che Mole,cmolecd@edu.com
Ingenieria y Sostenibilidad,1,Jerrome Chafer,2.8,2021-1,Gunther McCart,gmccartce@edu.com
Ingenieria y Sostenibilidad,1,Jerrome Chafer,2.8,2021-1,Pandora Ritchie,pritchiecf@edu.com
Ingles 5,1,Reynold Wolstencroft,4.8,2023-1,Carmelle Clemence,cclemencecg@edu.com
Ingles 5,1,Reynold Wolstencroft,4.8,2023-1,Merle Scamal,mscamalch@edu.com
Ingles 5,1,Reynold Wolstencroft,4.8,2023-1,Helaina Cockshot,hcockshotci@edu.com
Ingles 5,1,Reynold Wolstencroft,4.8,2023-1,Courtney Carlile,ccarlilecj@edu.com
Electiva Libre I,3,Odessa Scotchbourouge,3.0,2021-1,Jdavie Taylor,jtaylorck@edu.com
Electiva Libre I,3,Odessa Scotchbourouge,3.0,2021-1,Alberik Duckfield,aduckfieldcl@edu.com
Electiva Libre I,3,Odessa Scotchbourouge,3.0,2021-1,Umeko Mill,umillcm@edu.com
Electiva Libre I,3,Odessa Scotchbourouge,3.0,2021-1,Freeman Barkess,fbarkesscn@edu.com
Calculo 2,2,Rina Gasnoll,0.3,2022-1,Conrad Puckett,cpuckettco@edu.com
Calculo 2,2,Rina Gasnoll,0.3,2022-1,Amara Chivers,achiverscp@edu.com
Calculo 2,2,Rina Gasnoll,0.3,2022-1,Waiter Fonzo,wfonzocq@edu.com
Calculo 2,2,Rina Gasnoll,0.3,2022-1,Tomas Garm,tgarmcr@edu.com
Innovacion y Emprendimiento,3,Edith Foro,0.7,2023-3,Marjie Chapelhow,mchapelhowcs@edu.com
Innovacion y Emprendimiento,3,Edith Foro,0.7,2023-3,Adelaida Brushneen,abrushneenct@edu.com
Innovacion y Emprendimiento,3,Edith Foro,0.7,2023-3,Dixie Cinnamond,dcinnamondcu@edu.com
Innovacion y Emprendimiento,3,Edith Foro,0.7,2023-3,Gerty Halpine,ghalpinecv@edu.com
Legislacion y Etica en el Manejo de Datos,1,Jaquelyn Vayro,2.0,2021-1,Kathi Pyson,kpysoncw@edu.com
Legislacion y Etica en el Manejo de Datos,1,Jaquelyn Vayro,2.0,2021-1,Sisely Matejic,smatejiccx@edu.com
Legislacion y Etica en el Manejo de Datos,1,Jaquelyn Vayro,2.0,2021-1,Alden Gellion,agellioncy@edu.com
Legislacion y Etica en el Manejo de Datos,1,Jaquelyn Vayro,2.0,2021-1,Coreen Saltman,csaltmancz@edu.com
ETL (Extraccion,3,Melba O'Leary,0.5,2023-3,Ferd Backwell,fbackwelld0@edu.com
ETL (Extraccion,3,Melba O'Leary,0.5,2023-3,Vail Golden of Ireland,vgoldend1@edu.com
ETL (Extraccion,3,Melba O'Leary,0.5,2023-3,Collie Alecock,calecockd2@edu.com
ETL (Extraccion,3,Melba O'Leary,0.5,2023-3,Stacee Beastall,sbeastalld3@edu.com
Almacenamiento de datos,3,Carita Grandin,4.1,2023-3,Fitz Pracy,fpracyd4@edu.com
Almacenamiento de datos,3,Carita Grandin,4.1,2023-3,Candace Sissens,csissensd5@edu.com
Almacenamiento de datos,3,Carita Grandin,4.1,2023-3,Berte Dumbleton,bdumbletond6@edu.com
Almacenamiento de datos,3,Carita Grandin,4.1,2023-3,Chandra Cook,ccookd7@edu.com
Ingles 5,1,Reynold Wolstencroft,3.4,2023-1,Jasmin Rowsel,jrowseld8@edu.com
Ingles 5,1,Reynold Wolstencroft,3.4,2023-1,Berkie Goodere,bgoodered9@edu.com
Ingles 5,1,Reynold Wolstencroft,3.4,2023-1,Onofredo Philpin,ophilpinda@edu.com
Ingles 5,1,Reynold Wolstencroft,3.4,2023-1,Birgit Stocks,bstocksdb@edu.com
Electiva Profesional 2,2,Sharona Di Nisco,4.3,2022-3,Kilian Jirsa,kjirsadc@edu.com
Electiva Profesional 2,2,Sharona Di Nisco,4.3,2022-3,Ulrikaumeko Gunner,ugunnerdd@edu.com
Electiva Profesional 2,2,Sharona Di Nisco,4.3,2022-3,Bastien Nutbeem,bnutbeemde@edu.com
Electiva Profesional 2,2,Sharona Di Nisco,4.3,2022-3,Dita Jeannot,djeannotdf@edu.com
Inteligencia Artificial,2,Obediah Worland,2.3,2022-1,Dene Matveichev,dmatveichevdg@edu.com
Inteligencia Artificial,2,Obediah Worland,2.3,2022-1,Gardiner Haddy,ghaddydh@edu.com
Inteligencia Artificial,2,Obediah Worland,2.3,2022-1,Celka McGebenay,cmcgebenaydi@edu.com
Inteligencia Artificial,2,Obediah Worland,2.3,2022-1,Theadora McReynolds,tmcreynoldsdj@edu.com
Algebra lineal,1,Hynda Van Velde,0.7,2022-1,Caterina Durbyn,cdurbyndk@edu.com
Algebra lineal,1,Hynda Van Velde,0.7,2022-1,Zulema Mesant,zmesantdl@edu.com
Algebra lineal,1,Hynda Van Velde,0.7,2022-1,Ranice Squirrell,rsquirrelldm@edu.com
Algebra lineal,1,Hynda Van Velde,0.7,2022-1,Michale Haimes,mhaimesdn@edu.com
Innovacion y Emprendimiento,1,Florance Simoens,0.1,2023-1,Nigel Blowen,nblowendo@edu.com
Innovacion y Emprendimiento,1,Florance Simoens,0.1,2023-1,Nickie Kneaphsey,nkneaphseydp@edu.com
Innovacion y Emprendimiento,1,Florance Simoens,0.1,2023-1,Vergil Grove,vgrovedq@edu.com
Innovacion y Emprendimiento,1,Florance Simoens,0.1,2023-1,Freddy Tomek,ftomekdr@edu.com
Estadistica y Probabilidad II,1,Florina Sandlin,0.9,2021-3,Myrta Prettyman,mprettymands@edu.com
Estadistica y Probabilidad II,1,Florina Sandlin,0.9,2021-3,Brittney Bussen,bbussendt@edu.com
Estadistica y Probabilidad II,1,Florina Sandlin,0.9,2021-3,Holly-anne Schreurs,hschreursdu@edu.com
Estadistica y Probabilidad II,1,Florina Sandlin,0.9,2021-3,Nadine Eveleigh,neveleighdv@edu.com
Calculo 2,3,Germaine Nary,4.7,2022-1,Sophi Dannell,sdannelldw@edu.com
Calculo 2,3,Germaine Nary,4.7,2022-1,Yoshiko Ayres,yayresdx@edu.com
Calculo 2,3,Germaine Nary,4.7,2022-1,Gisele Ganiford,gganiforddy@edu.com
Calculo 2,3,Germaine Nary,4.7,2022-1,Philbert Lohan,plohandz@edu.com
Programacion,2,Brande Doonican,3.6,2021-3,Jock Buesnel,jbuesnele0@edu.com
Programacion,2,Brande Doonican,3.6,2021-3,Latia Broom,lbroome1@edu.com
Programacion,2,Brande Doonican,3.6,2021-3,Aubry Muscat,amuscate2@edu.com
Programacion,2,Brande Doonican,3.6,2021-3,Lidia Minico,lminicoe3@edu.com
Administracion para Ingenieros,1,Vyky Pretty,3.6,2022-3,Mike Pellitt,mpellitte4@edu.com
Administracion para Ingenieros,1,Vyky Pretty,3.6,2022-3,Jorey Danielli,jdaniellie5@edu.com
Administracion para Ingenieros,1,Vyky Pretty,3.6,2022-3,Alistair Hardware,ahardwaree6@edu.com
