usuario,contrasena,nombre,correo,paisOrigen,necesidadesEspecialesEducación,genero,estadoCivil,prestamo,beca,desplazado
mcattinipv,"pjw54""1*",Mikey Cattini,mcattinipv@edu.com,Portugal,No,Femenino,Soltero,No,Si,No
haleksashinpw,ngg89T5YW,Horton Aleksashin,haleksashinpw@edu.com,Portugal,No,Femenino,Casado,No,No,No
jchilcottpx,"gir66,aQR",Jeremie Chilcott,jchilcottpx@edu.com,Portugal,No,Femenino,Casado,No,No,Si
eteasepy,qyr09,Elysia Tease,eteasepy@edu.com,Portugal,No,Femenino,Soltero,No,No,Si
astallenpz,txg44eQJl,Annissa Stallen,astallenpz@edu.com,Portugal,No,Femenino,Soltero,No,No,Si
bmcq0,uza60,Brannon Mc Mechan,bmcq0@edu.com,Portugal,No,Femenino,Soltero,No,No,No
dheistermannq1,wrv60q,Drusilla Heistermann,dheistermannq1@edu.com,Portugal,No,Femenino,Soltero,No,No,No
swedlakeq2,yll79Evx,Saunders Wedlake,swedlakeq2@edu.com,Portugal,No,Femenino,Soltero,No,No,Si
dmurphyq3,"gzz350K""H5",Dolly Murphy,dmurphyq3@edu.com,Portugal,No,Femenino,Divorciado,No,No,No
mbolderoq4,kpf543Tx6,Maryellen Boldero,mbolderoq4@edu.com,Portugal,No,Femenino,Soltero,No,No,Si
ssharpleyq5,fqh54tt|,Simon Sharpley,ssharpleyq5@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si
bbirdwhistleq6,kmz87SJn)f,Brantley Birdwhistle,bbirdwhistleq6@edu.com,Portugal,No,Femenino,Casado,No,No,Si
clewzeyq7,mie25Ch,Candi Lewzey,clewzeyq7@edu.com,Portugal,No,Femenino,Soltero,No,No,No
itrenholmq8,"lzx89""Ps",Isabelle Trenholm,itrenholmq8@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si
jbirkbeckq9,pqx76,Jaquenette Birkbeck,jbirkbeckq9@edu.com,Portugal,No,Femenino,Soltero,No,No,Si
cunthankqa,sqy53,Christi Unthank,cunthankqa@edu.com,Portugal,No,Masculino,Soltero,Si,No,No
hwindqb,uhs51D}H,Holmes Wind,hwindqb@edu.com,Portugal,No,Masculino,Soltero,No,Si,Si
cbullerqc,mlg54R.Y<,Celestyn Buller,cbullerqc@edu.com,Portugal,No,Masculino,Casado,No,No,No
spenniellqd,jif442,Sorcha Penniell,spenniellqd@edu.com,Portugal,No,Masculino,Soltero,No,No,No
hcolledgeqe,rlg10sX0}+,Hamilton Colledge,hcolledgeqe@edu.com,Portugal,No,Masculino,Soltero,No,No,Si
jcrinkleyqf,cki36fdwL,Judah Crinkley,jcrinkleyqf@edu.com,Portugal,No,Masculino,Casado,Si,No,No
hslatcherqg,fni38}1=+X,Harold Slatcher,hslatcherqg@edu.com,Portugal,No,Masculino,Soltero,No,No,No
jpuckettqh,ifm56z<mI,Jerrilee Puckett,jpuckettqh@edu.com,Portugal,No,Femenino,Soltero,No,No,No
obroekqi,mfs28PjpQ>,Ogdon Broek,obroekqi@edu.com,Portugal,No,Masculino,Soltero,No,No,Si
esindallqj,"owf78,mij(",Elianora Sindall,esindallqj@edu.com,Portugal,No,Masculino,Soltero,No,No,Si
cgowansonqk,rmc53,Cyrille Gowanson,cgowansonqk@edu.com,Portugal,No,Masculino,Soltero,No,Si,No
ccorryql,mya31U_!,Christiano Corry,ccorryql@edu.com,Portugal,No,Masculino,Soltero,No,No,Si
asangwineqm,dpm42(%&`8,Andra Sangwine,asangwineqm@edu.com,Portugal,No,Masculino,Soltero,No,Si,Si
nbuggqn,npc26,Norma Bugg,nbuggqn@edu.com,Portugal,No,Masculino,Soltero,No,No,Si
rhamonqo,fwl51,Roseanne Hamon,rhamonqo@edu.com,Portugal,No,Masculino,Soltero,No,No,Si
epargeterqp,ujp03N,Eugine Pargeter,epargeterqp@edu.com,Portugal,No,Masculino,Soltero,No,No,No
wputmanqq,eii04DJe,Wesley Putman,wputmanqq@edu.com,Portugal,No,Masculino,Soltero,No,No,No
nclausenthueqr,pzu92,Nickolai Clausen-Thue,nclausenthueqr@edu.com,Portugal,No,Masculino,Soltero,No,No,No
btearleqs,zrw83C,Billie Tearle,btearleqs@edu.com,Portugal,No,Masculino,Soltero,No,Si,Si
jsoarsqt,bly38Y,Joell Soars,jsoarsqt@edu.com,Portugal,No,Masculino,Soltero,No,No,No
nlideardqu,joh67,Nehemiah Lideard,nlideardqu@edu.com,Portugal,No,Masculino,Casado,No,No,No
larneckeqv,ifr28l`yF},Lily Arnecke,larneckeqv@edu.com,Portugal,No,Masculino,Soltero,No,No,No
gplumridgeqw,pod66,Garrek Plumridge,gplumridgeqw@edu.com,Portugal,No,Masculino,Casado,No,No,Si
ldellaqx,xlz32i<,Leonelle Della,ldellaqx@edu.com,Portugal,No,Masculino,Soltero,No,No,No
mwanjekqy,ztd21KB,Mycah Wanjek,mwanjekqy@edu.com,Portugal,No,Masculino,Soltero,No,No,No
hkincaidqz,yki41k,Herold Kincaid,hkincaidqz@edu.com,Portugal,No,Masculino,Divorciado,No,No,Si
beddiesr0,ruf83,Berna Eddies,beddiesr0@edu.com,Portugal,No,Masculino,Casado,No,No,No
jmarkhamr1,ytr65m*k9V,Jeth Markham,jmarkhamr1@edu.com,Portugal,No,Masculino,Casado,No,No,No
seagarr2,ggd21_,Sigrid Eagar,seagarr2@edu.com,Portugal,No,Masculino,Casado,No,No,No
owannr3,sit18?sa,Obie Wann,owannr3@edu.com,Portugal,No,Masculino,Soltero,Si,No,Si
hslaffordr4,yqx38Pu*e,Hernando Slafford,hslaffordr4@edu.com,Portugal,No,Masculino,Soltero,No,No,Si
bcornesr5,ecr63K,Bruno Cornes,bcornesr5@edu.com,Portugal,No,Masculino,Casado,No,Si,No
eivashintsovr6,idc17<,Elsey Ivashintsov,eivashintsovr6@edu.com,Portugal,No,Masculino,Soltero,Si,No,Si
dattyeor7,lug03,Dorolice Attyeo,dattyeor7@edu.com,Portugal,No,Masculino,Soltero,No,No,No
mstoaksr8,aev96%2,Mariam Stoaks,mstoaksr8@edu.com,Portugal,No,Masculino,Soltero,No,No,Si
seouzanr9,fdv33N,Svend Eouzan,seouzanr9@edu.com,Portugal,No,Masculino,Casado,No,Si,No
icomerfordra,qgd86,Inez Comerford,icomerfordra@edu.com,Portugal,No,Masculino,Soltero,No,No,No
tpynnrb,ays59Ux7p,Tadeas Pynn,tpynnrb@edu.com,Portugal,No,Masculino,Casado,No,No,No
fcreborc,vbz77U,Francois Crebo,fcreborc@edu.com,Portugal,No,Masculino,Soltero,No,No,No
rburderrd,don42*eu,Reagen Burder,rburderrd@edu.com,Portugal,No,Masculino,Soltero,No,No,No
ceagletonre,wln31$2C,Catha Eagleton,ceagletonre@edu.com,Portugal,No,Masculino,Soltero,No,No,No
pcristourf,tpt26\!9,Petra Cristou,pcristourf@edu.com,Portugal,No,Masculino,Soltero,No,No,Si
khogbournerg,ore56,Kizzie Hogbourne,khogbournerg@edu.com,Portugal,No,Masculino,Soltero,No,No,Si
jbamlingrh,zvc84d|',Jessalin Bamling,jbamlingrh@edu.com,Portugal,No,Masculino,Soltero,Si,No,Si
lvonderdellri,syk46P,Liane Vonderdell,lvonderdellri@edu.com,Portugal,No,Femenino,Soltero,No,No,Si
dandrysiakrj,wcw92I,Dell Andrysiak,dandrysiakrj@edu.com,Portugal,No,Femenino,Soltero,No,No,Si
bsilverrk,jgj16YvK?d,Bee Silver,bsilverrk@edu.com,Portugal,No,Femenino,Soltero,No,No,Si
rsantorirl,uyw026dmk3,Robbert Santori,rsantorirl@edu.com,Portugal,No,Femenino,Soltero,No,No,Si
csommerlandrm,wsm06,Colene Sommerland,csommerlandrm@edu.com,Portugal,No,Femenino,Casado,No,No,No
ahalsorn,tey55X$,Amie Halso,ahalsorn@edu.com,Portugal,No,Femenino,Soltero,No,Si,No
kfarrearro,tho37D,Korry Farrear,kfarrearro@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si
emougelrp,smw43Ax8,Edyth Mougel,emougelrp@edu.com,España,No,Femenino,Soltero,No,No,Si
madderleyrq,"jkw51x""x",Melessa Adderley,madderleyrq@edu.com,Portugal,No,Femenino,Soltero,No,No,Si
bpepyerr,lpu27?',Barnebas Pepye,bpepyerr@edu.com,Portugal,No,Femenino,Soltero,No,No,Si
